name_clean,platform_clean,year_clean,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
goat simulator,xone,2016,Simulation,Koch Media,0.01,53.0,15.0,6.3,63.0
gobliiins 4,pc,2009,Adventure,Kalypso Media,0.01,54.0,13.0,,
goblin commander: unleash the horde,gc,2003,Strategy,Jaleco,0.02,71.0,19.0,7.8,6.0
goblin commander: unleash the horde,ps2,2003,Strategy,Jaleco,0.17,68.0,21.0,8.7,14.0
goblin commander: unleash the horde,xb,2003,Strategy,Jaleco,0.08,70.0,22.0,tbd,
gochuumon wa usagi desu ka?? wonderful party!,psv,2016,Adventure,5pb,0.02,,,,
god eater,psp,2010,Action,Unknown,0.72,,,,
god eater 2,psp,2013,Role-Playing,Namco Bandai Games,0.24,,,,
god eater 2,psv,2013,Role-Playing,Namco Bandai Games,0.45,,,,
god eater 2: rage burst,ps4,2015,Role-Playing,Namco Bandai Games,0.11,69.0,35.0,8,79.0
god eater 2: rage burst,psv,2015,Role-Playing,Namco Bandai Games,0.41,,,8.1,16.0
god eater off shot: lindow-hen twin pack & animation vol. 2,ps4,2015,Misc,Namco Bandai Games,0.03,,,,
god eater off shot: soma shikkuzaru-hen twin pack & animation vol.4,ps4,2016,Action,Namco Bandai Games,0.02,,,,
god eater off shot: tachibana sakuya-hen twin pack & animation vol.7,ps4,2016,Action,Namco Bandai Games,0.01,,,,
god eater off shot:shiou-hen twin pack & animation vol.5,ps4,2016,Misc,Namco Bandai Games,0.02,,,,
god eater resurrection,ps4,2015,Action,Namco Bandai Games,0.08,70.0,18.0,7.8,44.0
god eater resurrection,psv,2015,Action,Namco Bandai Games,0.19,,,8.8,17.0
god hand,ps2,2006,Action,Capcom,0.07,73.0,48.0,7.7,165.0
god of war,ps2,2005,Action,Sony Computer Entertainment,4.45,94.0,75.0,8.9,997.0
god of war collection,ps3,2009,Action,Sony Computer Entertainment,2.6,91.0,50.0,8.7,529.0
god of war collection,psv,2014,Action,Sony Computer Entertainment,0.2,73.0,28.0,7.4,133.0
god of war ii,ps2,2007,Action,Sony Computer Entertainment,4.07,93.0,70.0,8.9,709.0
god of war iii,ps3,2010,Action,Sony Computer Entertainment,4.8,92.0,101.0,8.7,2633.0
god of war iii,ps4,2015,Action,Sony Computer Entertainment,0.65,,,,
god of war saga,ps3,2012,Action,Sony Computer Entertainment,0.82,,,8.3,52.0
god of war: ascension,ps3,2013,Action,Sony Computer Entertainment,2.25,80.0,89.0,7.5,914.0
god of war: chains of olympus,psp,2008,Action,Sony Computer Entertainment,3.18,91.0,79.0,8.6,565.0
god of war: ghost of sparta,psp,2010,Action,Sony Computer Entertainment,1.0,86.0,73.0,8.4,255.0
god of war: origins collection,ps3,2011,Action,Sony Computer Entertainment,0.55,84.0,58.0,8.4,208.0
godai: elemental force,ps2,2002,Action,3DO,0.07,27.0,10.0,3.8,19.0
gods eater burst,psp,2010,Action,Namco Bandai Games,0.66,71.0,30.0,7.9,35.0
godzilla (2014),ps3,2014,Action,Namco Bandai Games,0.06,,,,
godzilla (2015),ps4,2014,Action,Namco Bandai Games,0.19,,,,
godzilla generations,dc,1998,Action,Sega,0.08,,,,
godzilla unleashed,wii,2007,Fighting,Atari,0.16,44.0,31.0,7.2,37.0
godzilla unleashed: double smash,ds,2007,Action,Atari,0.12,28.0,18.0,4.9,8.0
godzilla: destroy all monsters melee,gc,2002,Fighting,Atari,0.71,73.0,30.0,7.8,23.0
godzilla: destroy all monsters melee,xb,,Fighting,Unknown,0.12,71.0,20.0,6.8,8.0
godzilla: domination!,gba,2002,Fighting,Atari,0.28,,,,
godzilla: save the earth,ps2,2004,Fighting,Atari,0.47,62.0,19.0,8.7,21.0
godzilla: save the earth,xb,2004,Fighting,Atari,0.14,63.0,22.0,8.2,6.0
goemon's great adventure,n64,1998,Platform,Konami Digital Entertainment,0.31,,,,
gogo's crazy bones,ds,2012,Action,GameMill Entertainment,0.01,,,tbd,
goku makaimura kai,psp,2007,Platform,Capcom,0.01,,,,
gokuhou!! mecha mote iinchou: girls motekawa box,ds,2009,Simulation,Konami Digital Entertainment,0.01,,,,
gokuhou!! mecha mote iinchou: mm town de miracle change!,ds,2009,Simulation,Konami Digital Entertainment,0.1,,,,
gokujou parodius,snes,1994,Shooter,Konami Digital Entertainment,0.18,,,,
gokujou!! mecha mote iinchou: mm my best friend!,ds,2010,Simulation,Konami Digital Entertainment,0.03,,,,
gold and glory: the road to el dorado,ps,2000,Adventure,Ubisoft,0.06,34.0,4.0,tbd,
gold's gym: cardio workout,wii,2008,Sports,Ubisoft,1.28,,,8.4,13.0
gold's gym: cardio workout (others sales),wii,2008,Sports,Ubisoft,0.31,,,,
gold's gym: dance workout,wii,2010,Sports,Ubisoft,0.85,,,tbd,
golden axe: beast rider,ps3,2008,Action,Sega,0.32,44.0,30.0,5.6,23.0
golden axe: beast rider,x360,2008,Action,Sega,0.33,45.0,33.0,5.8,33.0
golden axe: the duel,sat,1994,Fighting,Sega,0.05,,,,
golden nugget 64,n64,1998,Misc,Electronic Arts,0.09,,,,
golden nugget casino,gba,2004,Misc,Majesco Entertainment,0.25,,,tbd,
golden nugget casino / texas hold 'em double pack,gba,2005,Misc,Majesco Entertainment,0.03,,,,
golden nugget casino ds,ds,2005,Misc,Majesco Entertainment,0.02,,,tbd,
golden sun,gba,2001,Role-Playing,Nintendo,1.76,91.0,29.0,9.3,198.0
golden sun: dark dawn,ds,2010,Role-Playing,Nintendo,0.78,79.0,63.0,8.1,86.0
golden sun: the lost age,gba,2002,Role-Playing,Nintendo,1.22,86.0,29.0,9.5,150.0
golden time: vivid memories,psv,2014,Adventure,ASCII Media Works,0.01,,,,
goldeneye 007,n64,1997,Shooter,Nintendo,8.09,,,,
goldeneye 007 (2010),ds,2010,Action,Activision,0.13,,,,
goldeneye 007 (2010),wii,2010,Action,Activision,1.83,,,,
goldeneye 007: reloaded,ps3,2011,Shooter,Activision,0.78,72.0,38.0,6.3,52.0
goldeneye 007: reloaded,x360,2011,Shooter,Activision,0.5,72.0,56.0,6,96.0
goldeneye: rogue agent,ds,2005,Shooter,Electronic Arts,0.11,58.0,25.0,7.5,18.0
goldeneye: rogue agent,gc,2004,Shooter,Electronic Arts,0.36,60.0,35.0,6.7,14.0
goldeneye: rogue agent,ps2,2004,Shooter,Electronic Arts,0.64,60.0,38.0,7,32.0
goldeneye: rogue agent,xb,2004,Shooter,Electronic Arts,0.49,61.0,55.0,7.2,20.0
golf,gb,1989,Sports,Nintendo,2.12,,,,
golf,nes,1984,Sports,Nintendo,4.01,,,,
gon: bakubakubakubaku adventure,3ds,2012,Action,Namco Bandai Games,0.02,,,,
goodbye deponia,pc,2013,Adventure,Daedalic Entertainment,0.07,80.0,34.0,7.9,171.0
goosebumps horrorland,ds,2008,Adventure,Scholastic Inc.,0.32,,,tbd,
goosebumps horrorland,ps2,2008,Adventure,Scholastic Inc.,0.07,,,tbd,
goosebumps horrorland,wii,2008,Adventure,Scholastic Inc.,0.16,37.0,4.0,3.5,8.0
goosebumps: the game,3ds,2015,Adventure,WayForward Technologies,0.05,,,tbd,
gopets: vacation island,ds,2008,Simulation,Konami Digital Entertainment,0.04,,,tbd,
gormiti: the lords of nature!,ds,2010,Adventure,Konami Digital Entertainment,0.06,,,,
gormiti: the lords of nature!,wii,2010,Adventure,Konami Digital Entertainment,0.04,,,,
gotcha force,gc,2003,Shooter,Capcom,0.03,56.0,24.0,8.2,17.0
gotha: ismailia seneki,sat,1995,Strategy,Sega,0.08,,,,
gothic 3,pc,2006,Role-Playing,JoWood Productions,0.06,63.0,39.0,7.3,519.0
gothic universe,pc,2007,Role-Playing,JoWood Productions,0.03,,,7.9,10.0
gotouchi kenkei ds,ds,2006,Misc,Spike,0.03,,,,
gotouchi tetsudou: gotouchi chara to nihon zenkoku no tabi,3ds,2014,Misc,Namco Bandai Games,0.12,,,,
gotouchi tetsudou: gotouchi chara to nihon zenkoku no tabi,wiiu,2014,Misc,Namco Bandai Games,0.03,,,,
gouketuji ichizoku 2: chottodake saikyou densetsu,ps,1995,Fighting,Atlus,0.1,,,,
gourmet chef: cook your way to fame,ds,2008,Misc,Ubisoft,0.14,,,tbd,
grabbed by the ghoulies,xb,2003,Action,Microsoft Game Studios,0.14,66.0,42.0,7.3,28.0
gradius,nes,1986,Shooter,Konami Digital Entertainment,1.36,,,,
gradius collection,psp,2006,Shooter,Konami Digital Entertainment,0.06,76.0,44.0,8.5,4.0
gradius galaxies,gba,2001,Shooter,Konami Digital Entertainment,0.08,78.0,17.0,tbd,
gradius iii and iv,ps2,2000,Shooter,Konami Digital Entertainment,0.08,64.0,15.0,tbd,
gradius v,ps2,2004,Shooter,Konami Digital Entertainment,0.09,82.0,46.0,8.5,13.0
graffiti kingdom,ps2,2004,Role-Playing,505 Games,0.03,71.0,27.0,7.1,12.0
gran turismo,ps,1997,Racing,Sony Computer Entertainment,10.95,96.0,16.0,8.7,138.0
gran turismo (psp),psp,2009,Racing,Sony Computer Entertainment,3.25,,,,
gran turismo 2,ps,1999,Racing,Sony Computer Entertainment,9.49,93.0,23.0,9,135.0
gran turismo 3: a-spec,ps2,2001,Racing,Sony Computer Entertainment,14.98,95.0,54.0,8.4,314.0
gran turismo 4,ps2,2004,Racing,Sony Computer Entertainment,11.66,89.0,74.0,8.5,272.0
gran turismo 4 prologue,ps2,2003,Racing,Sony Computer Entertainment,1.41,,,,
gran turismo 5,ps3,2010,Racing,Sony Computer Entertainment,10.7,84.0,82.0,7.5,1112.0
gran turismo 5 prologue,ps3,2007,Racing,Sony Computer Entertainment,4.19,80.0,67.0,7.1,120.0
gran turismo 6,ps3,2013,Racing,Sony Computer Entertainment,3.23,81.0,81.0,7.7,758.0
gran turismo concept 2001 tokyo,ps2,2001,Racing,Unknown,1.84,,,,
grand ages: medieval,pc,2015,Strategy,Kalypso Media,0.05,63.0,11.0,5.4,52.0
grand ages: medieval,ps4,2015,Strategy,Kalypso Media,0.07,64.0,10.0,7.1,12.0
grand kingdom,ps4,2015,Role-Playing,Nippon Ichi Software,0.07,78.0,33.0,8.1,63.0
grand kingdom,psv,2015,Role-Playing,Nippon Ichi Software,0.06,76.0,11.0,8.8,33.0
grand knights history,psp,2011,Role-Playing,Marvelous Interactive,0.13,,,,
grand prix,2600,1981,Racing,Activision,0.48,,,,
grand prix challenge,ps2,2002,Racing,Atari,0.08,76.0,9.0,9.2,9.0
grand prix legends,pc,1997,Racing,Vivendi Games,0.01,,,7.5,6.0
grand slam,ps,1997,Misc,Virgin Interactive,0.04,,,,
grand slam tennis 2,ps3,2012,Sports,Electronic Arts,0.23,73.0,36.0,5.2,17.0
grand slam tennis 2,x360,2012,Sports,Electronic Arts,0.18,71.0,45.0,5.1,14.0
grand theft auto,gba,2004,Action,Take-Two Interactive,0.24,68.0,33.0,7.1,23.0
grand theft auto,ps,1997,Action,Take-Two Interactive,2.32,,,,
grand theft auto 2,ps,1998,Action,Take-Two Interactive,3.42,70.0,15.0,8,67.0
grand theft auto iii,pc,2002,Action,Take-Two Interactive,0.01,93.0,20.0,8.4,805.0
grand theft auto iii,ps2,2001,Action,Take-Two Interactive,13.1,97.0,56.0,8.5,664.0
grand theft auto iv,pc,2008,Action,Take-Two Interactive,0.88,90.0,40.0,6.6,2299.0
grand theft auto iv,ps3,2008,Action,Take-Two Interactive,10.5,98.0,64.0,7.5,2833.0
grand theft auto iv,x360,2008,Action,Take-Two Interactive,11.01,98.0,86.0,7.9,2951.0
grand theft auto v,pc,2015,Action,Take-Two Interactive,1.17,96.0,57.0,7.9,3756.0
grand theft auto v,ps3,2013,Action,Take-Two Interactive,21.04,97.0,50.0,8.2,3994.0
grand theft auto v,ps4,2014,Action,Take-Two Interactive,12.61,97.0,66.0,8.3,2899.0
grand theft auto v,x360,2013,Action,Take-Two Interactive,16.27,97.0,58.0,8.1,3711.0
grand theft auto v,xone,2014,Action,Take-Two Interactive,5.48,97.0,14.0,7.9,764.0
grand theft auto: chinatown wars,ds,2009,Action,Take-Two Interactive,1.32,93.0,85.0,8.3,280.0
grand theft auto: chinatown wars,psp,2009,Action,Take-Two Interactive,1.06,90.0,77.0,7.3,146.0
grand theft auto: liberty city stories,ps2,2006,Action,Take-Two Interactive,3.54,78.0,49.0,7.8,112.0
grand theft auto: liberty city stories,psp,2005,Action,Take-Two Interactive,7.69,88.0,65.0,7.6,451.0
"grand theft auto: mission pack #1, london 1969",ps,1998,Adventure,Take-Two Interactive,0.11,,,,
grand theft auto: san andreas,pc,2005,Action,Take-Two Interactive,0.97,93.0,47.0,8.9,1841.0
grand theft auto: san andreas,ps2,2004,Action,Take-Two Interactive,20.81,95.0,80.0,9,1588.0
grand theft auto: san andreas,x360,2008,Action,Take-Two Interactive,0.11,,,7.5,46.0
grand theft auto: san andreas,xb,2005,Action,Take-Two Interactive,1.95,93.0,58.0,8.6,118.0
grand theft auto: vice city,pc,2003,Action,Take-Two Interactive,0.04,94.0,30.0,8.8,1520.0
grand theft auto: vice city,ps2,2002,Action,Take-Two Interactive,16.15,95.0,62.0,8.7,730.0
grand theft auto: vice city stories,ps2,2007,Action,Take-Two Interactive,0.97,75.0,37.0,7.9,67.0
grand theft auto: vice city stories,psp,2006,Action,Take-Two Interactive,5.03,86.0,50.0,8,150.0
grandia,ps,1999,Role-Playing,Ubisoft,0.25,89.0,14.0,6.6,77.0
grandia,sat,1997,Role-Playing,ESP,0.42,,,,
grandia ii,dc,2000,Role-Playing,Ubisoft,0.2,90.0,17.0,8.8,57.0
grandia ii,ps2,2002,Role-Playing,Ubisoft,0.29,71.0,19.0,8.6,31.0
grandia iii,ps2,2005,Role-Playing,Square Enix,0.49,77.0,38.0,8.3,53.0
grandia xtreme,ps2,2002,Role-Playing,Enix Corporation,0.38,68.0,16.0,6.5,15.0
gravitar,2600,1982,Action,Atari,0.38,,,,
gravity falls: legend of the gnome gemulets,3ds,2015,Action,Ubisoft,0.04,46.0,4.0,5.8,10.0
gravity games bike: street vert dirt,ps2,2002,Sports,Midway Games,0.1,24.0,12.0,4.1,27.0
gravity rush,psv,2012,Action,Sony Computer Entertainment,0.56,83.0,73.0,8.5,625.0
gravity rush remastered,ps4,2015,Action,Sony Computer Entertainment,0.13,80.0,62.0,8.2,153.0
gray matter,pc,2011,Adventure,DTP Entertainment,0.08,72.0,27.0,7.7,80.0
gray matter,x360,2011,Adventure,DTP Entertainment,0.04,,,,
grease,ds,2010,Misc,505 Games,0.11,,,tbd,
grease,wii,2010,Misc,505 Games,0.55,,,,
grease dance,ps3,2011,Misc,505 Games,0.07,,,tbd,
grease dance,x360,2011,Misc,505 Games,0.16,,,tbd,
great battle full blast,psp,2012,Action,Namco Bandai Games,0.04,,,,
great edo blacksmith,psv,2014,Adventure,Nippon Ichi Software,0.03,,,,
great party games,wii,2010,Misc,O-Games,0.08,,,,
great phoenix wright: ace attorney - naruhodou ryuunosuke no bouken,3ds,2015,Action,Capcom,0.19,,,,
green day: rock band,ps3,2010,Misc,MTV Games,0.41,76.0,41.0,6.3,24.0
green day: rock band,wii,2010,Misc,MTV Games,0.36,76.0,12.0,8.8,11.0
green day: rock band,x360,2010,Misc,MTV Games,0.41,75.0,54.0,6.6,32.0
green lantern: rise of the manhunters,3ds,2011,Action,Warner Bros. Interactive Entertainment,0.13,42.0,6.0,3.9,7.0
green lantern: rise of the manhunters,ds,2011,Action,Warner Bros. Interactive Entertainment,0.11,,,tbd,
green lantern: rise of the manhunters,ps3,2011,Action,Warner Bros. Interactive Entertainment,0.17,61.0,12.0,6.7,17.0
green lantern: rise of the manhunters,wii,2011,Action,Warner Bros. Interactive Entertainment,0.09,46.0,4.0,tbd,
green lantern: rise of the manhunters,x360,2011,Action,Warner Bros. Interactive Entertainment,0.13,59.0,17.0,7.2,23.0
greg hastings paintball 2,ps3,2010,Shooter,Majesco Entertainment,0.04,46.0,5.0,tbd,
greg hastings paintball 2,wii,2010,Shooter,505 Games,0.12,,,tbd,
greg hastings paintball 2,x360,2010,Shooter,Majesco Entertainment,0.21,,,8.3,7.0
greg hastings' tournament paintball,xb,2004,Shooter,Activision,0.54,74.0,11.0,9.2,42.0
greg hastings' tournament paintball max'd,ds,2006,Shooter,Activision,0.04,39.0,4.0,7.4,10.0
greg hastings' tournament paintball max'd,gba,2006,Shooter,Activision,0.03,,,tbd,
greg hastings' tournament paintball max'd,ps2,2006,Shooter,Activision,0.01,70.0,8.0,9.2,32.0
gremlins,2600,1983,Action,Atari,0.46,,,,
gretzky nhl,psp,2005,Sports,Sony Computer Entertainment,0.1,61.0,23.0,7.4,10.0
gretzky nhl 06,ps2,2005,Sports,Sony Computer Entertainment,0.14,62.0,24.0,tbd,
gretzky nhl 06,psp,2005,Sports,Sony Computer Entertainment,0.14,65.0,22.0,6.8,4.0
gretzky nhl 2005,ps2,2004,Sports,Sony Computer Entertainment,0.17,66.0,24.0,9.1,14.0
grey's anatomy: the video game,ds,2009,Adventure,Ubisoft,0.04,,,7.5,4.0
grey's anatomy: the video game,pc,2009,Adventure,Ubisoft,0.02,36.0,4.0,3.9,20.0
grey's anatomy: the video game,wii,2009,Adventure,Ubisoft,0.06,65.0,4.0,tbd,
grid,ds,,Racing,Codemasters,0.05,79.0,19.0,8.1,15.0
grid,pc,,Racing,Codemasters,0.04,87.0,25.0,7.9,463.0
grid,ps3,2008,Racing,Codemasters,1.1,87.0,39.0,8.1,109.0
grid,x360,2008,Racing,Codemasters,0.87,87.0,62.0,7.9,131.0
grid 2,pc,2013,Racing,Codemasters,0.06,80.0,17.0,5.7,571.0
grid 2,ps3,2013,Racing,Codemasters,0.37,82.0,20.0,6.6,173.0
grid 2,x360,2013,Racing,Codemasters,0.27,78.0,51.0,5.8,156.0
grid autosport,pc,2014,Racing,Codemasters,0.02,78.0,35.0,6.2,257.0
grid autosport,ps3,2014,Racing,Codemasters,0.18,75.0,35.0,6.8,62.0
grid autosport,x360,2014,Racing,Codemasters,0.09,75.0,15.0,6,56.0
grid runner,ps,1996,Action,Virgin Interactive,0.03,,,,
grimgrimoire,ps2,2007,Strategy,Tecmo Koei,0.05,79.0,39.0,7.9,17.0
grind session,ps,2000,Sports,Sony Computer Entertainment,0.44,,,,
gripshift,psp,2005,Racing,Ubisoft,0.09,70.0,37.0,8.7,22.0
grisaia no kajitsu: la fruit de la grisaia,psp,2013,Adventure,Prototype,0.01,,,,
grisaia no meikyuu: le labyrinthe de la grisaia,psv,2014,Adventure,Prototype,0.02,,,,
grisaia no rakuen: le eden de la grisaia,psv,2014,Adventure,Prototype,0.02,,,,
grooverider: slot car thunder,gc,2003,Racing,Encore,0.01,49.0,5.0,tbd,
grooverider: slot car thunder,xb,2003,Racing,Encore,0.01,45.0,9.0,7.3,8.0
groovin' blocks,wii,2009,Puzzle,Zoo Games,0.01,75.0,13.0,8.5,6.0
group s challenge,xb,2003,Racing,Capcom,0.02,57.0,17.0,6,5.0
growlanser,psp,2009,Role-Playing,Atlus,0.04,,,,
growlanser generations,ps2,2003,Role-Playing,Atlus,0.11,81.0,19.0,7.7,19.0
growlanser iv: over reloaded,psp,2011,Role-Playing,Atlus,0.06,,,,
growlanser vi: precarious world,ps2,2007,Role-Playing,Atlus,0.05,,,,
growlanser: heritage of war,ps2,2006,Role-Playing,Rising Star Games,0.22,60.0,7.0,7.9,9.0
growlanser: heritage of war (jp sales),ps2,2006,Role-Playing,Rising Star Games,0.05,,,,
grudge warriors,ps,1999,Action,Take-Two Interactive,0.41,,,,
gt advance 2: rally racing,gba,2001,Racing,THQ,0.11,77.0,12.0,6,4.0
gt advance 3: pro concept racing,gba,2002,Racing,THQ,0.08,74.0,14.0,tbd,
gt advance championship racing,gba,2001,Racing,THQ,0.33,82.0,10.0,tbd,
gt legends,pc,2005,Racing,Atari,0.02,84.0,21.0,8.6,44.0
gt pro series,wii,2006,Racing,Ubisoft,0.52,41.0,15.0,4,21.0
gt64 championship edition,n64,1998,Racing,Ocean,0.1,,,,
gti club: supermini festa!,wii,2010,Racing,Konami Digital Entertainment,0.02,,,,
gtr evolution,pc,2008,Racing,Atari,0.03,83.0,19.0,8.2,63.0
guardian heroes,sat,1995,Role-Playing,Sega,0.29,,,,
guardian's crusade,ps,1998,Role-Playing,Activision,0.12,,,,
gudetama: hanjuku de tanomuwa,3ds,2015,Action,Rocket Company,0.03,,,,
guess the logos,xb,2004,Puzzle,Sega,0.02,,,,
guild 01,3ds,2012,Action,Level 5,0.05,,,,
guild wars,pc,2005,Role-Playing,NCSoft,0.03,89.0,53.0,8.4,455.0
guild wars 2,pc,2012,Action,NCSoft,2.31,90.0,69.0,7.9,2954.0
guild wars trilogy,pc,2005,Role-Playing,NCSoft,0.04,,,8.8,8.0
guild wars: factions,pc,2006,Role-Playing,NCSoft,0.01,84.0,39.0,8.5,128.0
guild wars: nightfall,pc,2006,Role-Playing,NCSoft,0.03,84.0,30.0,8.7,104.0
guilty gear,ps,1998,Fighting,Virgin Interactive,0.14,,,,
guilty gear dust strikers,ds,2006,Fighting,Majesco Entertainment,0.05,60.0,25.0,5.8,9.0
guilty gear isuka,ps2,2004,Fighting,505 Games,0.1,73.0,39.0,7.5,13.0
guilty gear judgment,psp,2006,Fighting,Majesco Entertainment,0.16,77.0,17.0,6.6,8.0
guilty gear x,ps2,2001,Fighting,Sammy Corporation,0.12,79.0,15.0,7.8,16.0
guilty gear x2,ps2,2002,Fighting,Sammy Corporation,0.35,87.0,31.0,8.7,34.0
guilty gear x2 #reload,xb,2004,Fighting,Zoo Digital Publishing,0.15,86.0,34.0,7.6,12.0
guilty gear x: advance edition,gba,2002,Fighting,Sammy Corporation,0.06,67.0,14.0,5.9,10.0
guilty gear xrd -revelator-,ps3,2016,Fighting,PQube,0.07,,,,
guilty gear xrd -revelator-,ps4,2016,Fighting,PQube,0.08,,,,
guilty gear xrd: sign,ps3,2014,Fighting,Arc System Works,0.18,,,,
guilty gear xrd: sign,ps4,2014,Fighting,Arc System Works,0.16,,,,
guilty gear xx accent core,ps2,2007,Fighting,Unknown,0.04,77.0,9.0,8.3,16.0
guilty gear xx accent core,wii,2007,Fighting,505 Games,0.04,75.0,15.0,8.4,19.0
guilty gear xx accent core plus,ps2,2008,Fighting,PQube,0.06,,,8,7.0
guilty gear xx accent core plus,psp,2008,Fighting,PQube,0.08,,,6.7,9.0
guilty gear xx accent core plus,wii,2009,Fighting,PQube,0.03,76.0,10.0,7.3,9.0
guilty gear xx slash,ps2,2006,Fighting,Sammy Corporation,0.08,,,,
guinness world records: the videogame,ds,2008,Action,Warner Bros. Interactive Entertainment,0.52,70.0,4.0,tbd,
guinness world records: the videogame,wii,2008,Action,Warner Bros. Interactive Entertainment,1.03,67.0,12.0,7,8.0
guitar freaks,ps,1999,Simulation,Konami Digital Entertainment,0.24,,,,
guitar freaks & drummania: masterpiece gold,ps2,2007,Simulation,Konami Digital Entertainment,0.02,,,,
guitar freaks 3rdmix & drummania 2ndmix,ps2,2000,Simulation,Konami Digital Entertainment,0.06,,,,
guitar freaks v & drummania v,ps2,2006,Simulation,Konami Digital Entertainment,0.03,,,,
guitar freaks v2 & drummania v2,ps2,2006,Simulation,Konami Digital Entertainment,0.02,,,,
guitar freaks v3 & drummania v3,ps2,2007,Simulation,Konami Digital Entertainment,0.02,,,,
guitar hero,ps2,2005,Misc,RedOctane,2.38,91.0,65.0,8.7,173.0
guitar hero 5,ps2,2009,Misc,Activision,1.12,71.0,4.0,2.6,10.0
guitar hero 5,ps3,2009,Misc,Activision,1.09,86.0,54.0,5.7,87.0
guitar hero 5,wii,2009,Misc,Activision,1.55,89.0,25.0,6.9,49.0
guitar hero 5,x360,2009,Misc,Activision,1.13,85.0,69.0,6.8,108.0
guitar hero encore: rocks the 80s,ps2,2007,Misc,RedOctane,1.11,69.0,50.0,6.3,31.0
guitar hero ii,ps2,2006,Misc,RedOctane,5.12,92.0,69.0,8.5,112.0
guitar hero ii,x360,2007,Misc,Activision,2.2,92.0,55.0,8.1,220.0
guitar hero iii: legends of rock,pc,2007,Misc,Aspyr,0.02,79.0,15.0,7.2,63.0
guitar hero iii: legends of rock,ps2,2007,Misc,Activision,4.98,82.0,24.0,8.2,46.0
guitar hero iii: legends of rock,ps3,2007,Misc,Activision,2.24,83.0,45.0,7.8,52.0
guitar hero iii: legends of rock,wii,2007,Misc,Activision,4.6,86.0,36.0,8.4,87.0
guitar hero iii: legends of rock,x360,2007,Misc,Activision,4.53,85.0,69.0,7.9,165.0
guitar hero live,ps3,2015,Misc,Activision,0.27,,,5.1,22.0
guitar hero live,ps4,2015,Misc,Activision,0.86,80.0,69.0,6.2,160.0
guitar hero live,wiiu,2015,Misc,Activision,0.19,84.0,4.0,6.1,36.0
guitar hero live,x360,2015,Misc,Activision,0.23,,,5.5,19.0
guitar hero live,xone,2015,Misc,Activision,0.55,81.0,21.0,5.1,69.0
guitar hero on tour: modern hits,ds,2009,Misc,Activision,0.37,70.0,30.0,6.3,7.0
guitar hero: aerosmith,ps2,2008,Misc,Activision,0.79,71.0,11.0,6.3,15.0
guitar hero: aerosmith,ps3,2008,Misc,Activision,0.99,70.0,39.0,5,26.0
guitar hero: aerosmith,wii,2008,Misc,Activision,1.27,73.0,16.0,7.2,19.0
guitar hero: aerosmith,x360,2008,Misc,Activision,1.23,70.0,59.0,6.7,48.0
